開催都道府県,企業名,メールアドレス,電話番号,ホームページ,交通費区分,交通費金額,支給単位,対象者・地域条件,対象交通手段,精算・申請条件,外部助成制度,送迎,交通費原文,全額割合,一部割合,条件付き割合,金額不明割合,掲載コース数,マイナビ企業ID,連絡先最終確認,参照URL
山口県,(株)中国電機サービス社【大晃グループ】,,083-248-3111,http://c-d-service.com/; https://c-d-service.com/,条件付き（規定等） 1件,,,会社規定,,,,,支給あり ※会社規定あり,0.0%,0.0%,100.0%,0.0%,1,279236,2026-09-26T02:18:36+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=279236&optNo=Dvsj4
北海道,(株)中山組,,011-741-8168,https://www.nakayamagumi.co.jp/,"一部（3,000円） 1件",20000,,市内者; 会社規定,,,,,"支給あり 原則、当社規定に基づき支給いたしますが、ご相談のうえ支給金額を決定する場合がございます。 支給例）※一部抜粋 札幌市内・近郊／3,000円 苫小牧方面／8,000円 室蘭方面／12,000円 函館方面／20,000円 北見方面／20,000円 北海道外／原則、道内移動に伴う交通費",0.0%,100.0%,0.0%,0.0%,1,109584,2026-09-22T22:33:24+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=109584&optNo=AXoCm
三重県,(株)中村組,,,https://www.nakamuragumi.co.jp/,全額 1件,全額,,,,実費精算,,,支給あり 実費支給,100.0%,0.0%,0.0%,0.0%,1,56255,2026-09-24T08:07:33+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=56255&optNo=yGLDO
北海道,(株)丹波屋,,011-721-2111; 011-721-2118; 011-752-0634,https://www.kk-tanbaya.co.jp/,"一部（20,000円） 1件",20000,,,公共交通機関,領収書必須,,,支給あり 道内在住の方 上限1万円 道外在住の方 上限2万円 ※必ず公共交通機関を利用のうえ、領収書をご持参ください。,0.0%,100.0%,0.0%,0.0%,1,54726,2026-09-24T08:01:51+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=54726&optNo=py1-2
大阪府,(株)伊藤金属製作所,,06-6628-2421,http://www.itoh-kinzoku.co.jp/,"一部（2,000円） 1件",2000,往復,,,実費精算,,,"支給あり ご自宅から工場最寄り駅までの往復交通費を実費支給いたします。 （上限2,000円まで）",0.0%,100.0%,0.0%,0.0%,1,206001,2026-09-24T07:06:13+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=206001&optNo=H4DZo
福島県,(株)会津技研,,0242-29-5292,https://aizugiken.co.jp/,金額不明 1件,,,,,,,記載あり（原文参照）,支給あり 最寄りの駅や会津若松駅への送迎を検討しております。,0.0%,0.0%,0.0%,100.0%,1,274736,2026-09-25T05:02:48+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=274736&optNo=RM264
長崎県; 熊本県; 福岡県,(株)佐々木冷菓,,0956-40-1500,http://sasaki-icenet.co.jp/; https://sasaki-icenet.co.jp/; https://youtube.com/@sicnet120?si=9wwbGgR8MGIXO1ff,"一部（10,000円） 1件 / 一部（3,000円） 1件 / 金額不明 1件",10000,,県外者; 県内者,自家用車,実費精算,,,支給あり 交通費をご準備しております！ 詳細は各セミナーをご確認ください！ | 支給あり 交通費は実費支給！ お車での来社も可能です◎ (上限1万円) | 支給あり 交通費は支給いたします！ 福岡県内からのご参加：3000円 福岡県外からのご参加：5000円,0.0%,66.7%,0.0%,33.3%,3,211960,2026-09-24T22:42:33+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=211960&optNo=-ZaI1
福島県,(株)倉伸,,0240-22-8055,https://kk-sousin.com/; https://www.instagram.com/sousin_tomioka/,金額不明 1件,,,,,,,,支給あり,0.0%,0.0%,0.0%,100.0%,1,290783,2026-09-24T04:46:48+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=290783&optNo=abnlq
山形県,(株)全農ライフサポート山形,,023-655-3111,https://www.instagram.com/zly__official/; https://www.z-lsy.co.jp/,金額不明 1件,,,,,,,,支給あり,0.0%,0.0%,0.0%,100.0%,1,217198,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=217198&optNo=AsiWa
大阪府,(株)八光殿,,072-924-0042,https://hakkoden.co.jp/; https://www.8510.net/voice/,"一部（5,000円） 1件",5000,,,公共交通機関; タクシー,,,,"支給あり 上限5,000円。 公共交通機関(タクシーを除く)を利用し来社された方に支給いたします。",0.0%,100.0%,0.0%,0.0%,1,232115,2026-09-24T07:08:05+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=232115&optNo=eHwRp
三重県,(株)前田テクニカ,,059-393-3406,https://www.maeda-technica.co.jp/,"一部（3,000円） 2件",3000,,,,実費精算,,記載あり（原文参照）,"支給あり 交通費実費（上限3,000円）を支給。 また、近鉄菰野駅まで送迎いたします。",0.0%,100.0%,0.0%,0.0%,2,112919,2026-09-22T22:37:12+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=112919&optNo=OOcNV
鹿児島県,(株)前田組,,099-222-6111; 099-222-6117,https://maedagumikk.jp/,"一部（3,000円） 1件",3000,1回あたり,,,,,,"支給あり 交通費支給／1回あたり3,000円",0.0%,100.0%,0.0%,0.0%,1,214090,2026-09-23T04:50:12+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=214090&optNo=q7g8a
愛知県,(株)北川組,,052-851-4500; 052-853-1100,https://www.kitagawa-gumi.co.jp/,全額 1件 / 金額不明 2件,全額,,,公共交通機関,,,,支給あり | 支給あり 交通費全額支給（公共交通機関）,33.3%,0.0%,0.0%,66.7%,3,279529,2026-09-24T22:40:29+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=279529&optNo=2Dqcn
大阪府,(株)協立,,,https://www.k-kyoritsu.co.jp/; https://www.k-kyoritsu.co.jp/recruit#education; https://www.k-kyoritsu.co.jp/recruit#interview,"一部（1,000円） 2件",1000,1日あたり,,,,,,"支給あり 交通費支給／1日あたり1,000円",0.0%,100.0%,0.0%,0.0%,2,282250,2026-09-23T14:05:32+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=282250&optNo=6nOqf
北海道,(株)吉岡経営センター,,011-644-8988,,"一部（2,000円） 1件",2000,1日あたり,,,,,,"支給あり 1日当たり2,000円を支給します",0.0%,100.0%,0.0%,0.0%,1,87531,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=87531&optNo=zxa3Q
鹿児島県,(株)国分ハウジング,,070-2495-2002,,金額不明 1件,,,,,,,,支給あり,0.0%,0.0%,0.0%,100.0%,1,108023,2026-09-25T05:16:15+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=108023&optNo=30CBz
徳島県,(株)大塚製薬工場,,088-684-2223; 088-685-7667,https://www.otsukakj.jp/,金額不明 1件,,,,,,,,支給あり,0.0%,0.0%,0.0%,100.0%,1,100213,2026-09-22T14:10:07+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=100213&optNo=8-74o
徳島県,(株)大日,,,http://www.dk2.co.jp/,"一部（18,000円） 1件",18000,1日あたり,県外者,,実費精算,,,支給あり 1日上限18000円まで実費支給します ※県外からお越しの方のみ,0.0%,100.0%,0.0%,0.0%,1,257756,2026-09-24T22:38:23+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=257756&optNo=QuTnl
沖縄県,(株)太名嘉組,,098-878-9558,https://www.oonaka.co.jp/,金額不明 4件,,,県内者,飛行機,領収書必須,,,支給あり 航空チケット費用を弊社でお支払い致します。事前にご連絡ください。 ※領収書の提出が必要になります。 ※上限あり ※沖縄県内出身者に限る（Uターン生）,0.0%,0.0%,0.0%,100.0%,4,281495,2026-09-24T14:14:55+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=281495&optNo=KMVKD
北海道,(株)宮田建設,,0152-73-3248,,全額 1件,全額,,,,,,,支給あり 全額支給いたします。,100.0%,0.0%,0.0%,0.0%,1,283011,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=283011&optNo=MsUXX
静岡県,(株)小林土木緑化,,054-264-6499,http://www.kobayashidoboku-r.co.jp/,"一部（10,000円） 1件",10000,往復,,,,,,支給あり 支給あり 往復分1万円まで支給,0.0%,100.0%,0.0%,0.0%,1,111201,2026-09-25T08:29:38+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=111201&optNo=5FdWI
静岡県,(株)小柳津清一商店,,054-258-3009,http://www.oyaizu.co.jp/,条件付き（規定等） 1件,,,,,,,,支給あり 規定アリ,0.0%,0.0%,100.0%,0.0%,1,286337,2026-09-25T23:07:14+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=286337&optNo=s-giD
福島県,(株)小野中村,,0244-26-7821,https://on-cc.jp/; https://unicon-holdings.co.jp/,金額不明 1件,,,,,,,,支給あり 交通費支給（上限あり）,0.0%,0.0%,0.0%,100.0%,1,249978,2026-09-22T22:34:26+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=249978&optNo=JZTHX
島根県,(株)山海,,0852-37-2591,https://www.sankai-mdfoods.com/,"一部（20,000円） 1件",20000,往復,会社規定,公共交通機関; 鉄道; 飛行機; バス; タクシー,領収書必須,,,支給あり 当社規定により、交通費（上限2万円）を支給しますので、領収書を持参ください。 ※鉄道、航空機、高速バス、船舶等の公共交通機関（タクシーを除く）の料金が対象となります。 ※松江駅から本社までのタクシー代は、往復全額支給します。,0.0%,100.0%,0.0%,0.0%,1,282049,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=282049&optNo=AOaID
岡山県,(株)山陽設計,,,,"一部（1,000円） 2件",1000,,遠方者; 県外者,公共交通機関,領収書必須,,,支給あり 一律：１，０００円 ※県外等遠方の方は別途ご相談ください （公共交通機関の領収書必要）,0.0%,100.0%,0.0%,0.0%,2,258915,2026-09-23T13:54:24+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=258915&optNo=fLn9Y
和歌山県,(株)島精機製作所【東証プライム市場上場】,,,https://www.shimaseiki.co.jp/recruit/event/,"一部（5,000円） 1件",5000,,,,,,,支給あり 上限5000円,0.0%,100.0%,0.0%,0.0%,1,58010,2026-09-25T05:10:12+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=58010&optNo=J7sGd
福岡県,(株)川口建設,,093-513-2671,https://www.kawa-ken.co.jp/,"一部（1,000円） 1件",3000,,市外者; 市内者,,,,,"支給あり 北九州市内 1,000円 北九州市外 3,000円",0.0%,100.0%,0.0%,0.0%,1,212321,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=212321&optNo=d1wLH
愛知県,(株)川瀬電気工業所,,052-741-1111,https://kawase-denki.co.jp/,"一部（50,000円） 1件",50000,,,,,,,支給あり 交通費支給／上限5万円,0.0%,100.0%,0.0%,0.0%,1,286991,2026-09-24T04:43:48+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=286991&optNo=dbjoU
岐阜県,(株)愛幸,,058-216-8511,https://aisachi.co.jp/,"一部（2,000円） 2件",2000,1日あたり,,公共交通機関,領収書必須,,,"支給あり 公共交通機関の方のみ交通費支給あり 1日あたり2,000円まで。 公共交通機関の領収書の金額に基づいて、一部負担させていただきます。",0.0%,100.0%,0.0%,0.0%,2,288682,2026-09-25T23:07:47+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=288682&optNo=0mbyO
,(株)掛谷工務店,,0800-222-7789,https://www.kakeya.co.jp/,"一部（3,000円） 1件",3000,1日あたり,,公共交通機関,,,,支給あり 交通費支給：公共交通機関全額支給（１日当たり３，０００円限度）,0.0%,100.0%,0.0%,0.0%,1,50929,2026-09-24T08:02:26+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=50929&optNo=HT6Ez
福岡県; 北海道; 青森県; 岩手県; 宮城県; 秋田県; 山形県; 福島県,(株)新出光【IDEX】,,092-291-6182,http://www.idex.co.jp/,条件付き（規定等） 2件,,,県外者; 会社規定 / 県外者,,,,,支給あり 交通費：福岡県外一部支給あり ※弊社規定あり ※詳細はエントリー者にご連絡いたします。 | 支給あり 交通費：福岡県外一部支給あり ※社内規定により、内容によってはご相談させていただく場合がございます。 ※詳細はエントリー者にご連絡いたします。,0.0%,0.0%,100.0%,0.0%,2,2322,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=2322&optNo=KaKRa
北海道,(株)日昭牧場,,01558-6-3321,https://nisshofarm.com/,"一部（30,000円） 1件",30000,1日あたり,,,,,,支給あり 1日3万円まで支給いたします。,0.0%,100.0%,0.0%,0.0%,1,235116,2026-09-23T08:07:18+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=235116&optNo=-l9o1
三重県,(株)日本陸送,,059-378-1181,https://nippon-rikuso.co.jp/company/,"一部（3,000円） 1件",3000,1回あたり,,,,,,"支給あり 交通費支給／1回あたり3,000円支給",0.0%,100.0%,0.0%,0.0%,1,53931,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=53931&optNo=TNrjB
大阪府,(株)日立プラントサービス【日立グループ】,,03-6386-3001,https://www.hitachi-hps.co.jp/,条件付き（規定等） 1件,,,会社規定,,,,,支給あり 当社規定額支給予定,0.0%,0.0%,100.0%,0.0%,1,203005,2026-09-24T22:39:53+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=203005&optNo=cDyA6
大阪府; 兵庫県,(株)明和工務店【新明和グループ】,,078-940-1168,https://www.meiwa-koumuten.co.jp/index.php; https://www.youtube.com/watch?v=fUUJ3vakhis; https://www.youtube.com/watch?v=p7v0uZzPwz0,"一部（30,000円） 1件",30000,1日あたり,,,,,,"支給あり 支給金額は参加日数によって異なります。 支給方法は銀行振込となります。 1日間 ：上限10,000円 2日間以上：上限30,000円",0.0%,100.0%,0.0%,0.0%,1,52109,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=52109&optNo=8Gyw7
滋賀県,(株)明豊建設,,0749-62-6580,https://meiho-co.co.jp/; https://www.youtube.com/watch?v=__QZjL0rB4M; https://youtu.be/onfcHBt7Ig0,金額不明 2件,,,,,,,,支給あり 上限有り※当日の交通ルートを確認させていただきます※ | 支給あり 上限有り ※当日の交通ルートを確認させていただきます※,0.0%,0.0%,0.0%,100.0%,2,256567,2026-09-25T05:13:48+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=256567&optNo=lbPJp
兵庫県,(株)昭和洋樽製作所,,06-6492-1328; 06-6492-1566,,金額不明 1件,,,,,,,,支給あり,0.0%,0.0%,0.0%,100.0%,1,271085,2026-09-24T07:09:45+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=271085&optNo=Bg6rB
北海道,(株)朝日電機製作所,,0166-25-6201,http://www.asahidenki-s.co.jp/,"一部（5,000円） 1件",5000,,,,,,,"支給あり 上限5,000円交通費支給。",0.0%,100.0%,0.0%,0.0%,1,290553,2026-09-25T22:54:46+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=290553&optNo=EKowV
三重県,(株)杉本組,,059-345-3030,,金額不明 1件,,,,,,,,支給あり,0.0%,0.0%,0.0%,100.0%,1,205124,2026-09-24T07:06:00+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=205124&optNo=Gng6U
宮城県,(株)東建工営,,022-383-9811,,"一部（40,000円） 1件",40000,,,,領収書必須,,,支給あり 上限4万円まで支給（領収書清算）,0.0%,100.0%,0.0%,0.0%,1,251081,2026-09-23T08:10:23+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=251081&optNo=oba5Q
愛知県,(株)東海メディカルプロダクツ,,0568-81-7785; 0568-81-7954,https://www.tokaimedpro.co.jp/,"一部（20,000円） 1件",20000,往復,,公共交通機関; 自家用車; タクシー,領収書必須,,,"支給あり ◆対象者 ・1day仕事体験を目的で参加される2027年卒業予定の大学・大学院生 ・東海地区以外にお住まいの方 ◆支給範囲 ・居住地の最寄り駅から勝川駅までの往復交通費 ・公共交通機関を利用した最短経路での通常運賃 ・グリーン車等の追加料金は対象外 ◆支給方法 ・当日、交通費申請書にルートおよび金額を記入いただきます。 ・紙の乗車券の領収書を持参ください（在来線は不要） ・後日振込 ◆上限額 ・往復20,000円 ◆注意事項 ・自家用車・タクシー利用の場合は原則対象外 ・虚偽申告が判明した場合は支給不可",0.0%,100.0%,0.0%,0.0%,1,60461,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=60461&optNo=jFh0X
愛知県,(株)松田電機工業所,,0568-90-8808,https://matsudadenki.co.jp/,"一部（1,500円） 1件",1500,往復,,公共交通機関; 自家用車,,,,"支給あり 公共交通機関の場合：往復上限1,500円まで支給いたします 自家用車の場合：ガソリン代を支給いたします（現物支給）",0.0%,100.0%,0.0%,0.0%,1,107422,2026-09-25T05:15:16+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=107422&optNo=ZCtQ-
広島県,(株)栗本,,090-3176-3262,https://www.kurimoto-gr.co.jp/,条件付き（規定等） 1件,,,遠方者; 個別相談,,,,,支給あり 交通費支給 （遠方からご参加の場合は、個別にご相談の上対応いたします。）,0.0%,0.0%,100.0%,0.0%,1,224517,2026-09-22T14:06:51+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=224517&optNo=ODNmX
北海道,(株)栗林商会,,0143-24-7011,http://www.kurinet.co.jp/,金額不明 4件,,,,,,,,支給あり 上限設定をさせていただきます。 | 支給あり 当社で上限設定をさせていただきます。 対象期間については予約いただいた方にご連絡致します。 | 支給あり 上限設定あり | 支給あり 当社で上限設定をさせていただきます。,0.0%,0.0%,0.0%,100.0%,4,200975,2026-09-24T14:17:46+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=200975&optNo=IoAwa
兵庫県,(株)森長組,,0799-54-0721,http://www.moricho.co.jp/,"一部（10,000円） 3件",10000,,,,,,,支給あり 支給あり（上限1万円）,0.0%,100.0%,0.0%,0.0%,3,75532,2026-09-25T05:07:42+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=75532&optNo=5YCjh
